Restaurante_Name,online_order,book_table,Rating( out of 5),votes,location,Type,Sub-TYpe,dish_liked,cuisines,Cost,listed_in(city)
Shilpa Vegetarian Restaurant,No,No,0,0,Shivajinagar,Dine-out,Quick Bites,"","South Indian, North Indian, Chinese",350,Residency Road
Shiny Veg Kitchen,No,No,0,0,HSR,Dine-out,Quick Bites,"","North Indian, South Indian, Chinese",300,HSR
Shiro,Yes,Yes,4.4,2229,Lavelle Road,Drinks & nightlife,"Fine Dining, Lounge","Sushi, Dumplings, Sea Food, Chocolate Volcano, Lamb, Sunday Brunch, Chicken Yakitori","Japanese, Asian",3000,Brigade Road
Shiv Bargav's Chit Chat,No,No,0,0,CV Raman Nagar,Dine-out,Quick Bites,"",Fast Food,200,Indiranagar
Shiv Sagar,No,No,3.9,150,Koramangala 7th Block,Dine-out,Food Court,"Coffee, Chaat, Bhel Puri, Spring Dosa, Buttermilk, Bread Pakora, Masala Poori","Chinese, North Indian, Fast Food, Street Food",500,Koramangala 7th Block
Shiv Sagar,Yes,No,0,0,Whitefield,Dine-out,"Quick Bites, Food Court","","South Indian, Chinese, North Indian",250,Whitefield
Shiv Sager,No,No,3.0,10,Brigade Road,Dine-out,Food Court,"","South Indian, North Indian, Chinese",200,Lavelle Road
Shiv Sai,No,No,3.2,4,Bannerghatta Road,Delivery,Quick Bites,"",North Indian,400,Bannerghatta Road
Shiv Sai Hotel,Yes,No,3.5,74,Bannerghatta Road,Dine-out,Quick Bites,"",North Indian,400,Bannerghatta Road
Shiv Shakthi,Yes,No,4.0,176,HSR,Delivery,Quick Bites,"Poha, Samosa, Jalebi, Kachori","Street Food, North Indian",100,Koramangala 4th Block
Shiv Shakthi Hotel,No,No,0,0,Whitefield,Dine-out,Quick Bites,"","South Indian, Chinese, North Indian",200,Whitefield
Shiv Shakti Hotel,No,No,0,0,Bellandur,Delivery,Quick Bites,"",North Indian,200,Sarjapur Road
Shiv Shankar Chaats,No,No,3.7,19,Frazer Town,Dine-out,Quick Bites,"",Street Food,150,Frazer Town
Shiv Shankar Hotel,No,No,3.5,10,Electronic City,Delivery,Quick Bites,"","North Indian, Chinese",350,Electronic City
Shiva Sai Andhra Hotel,No,No,3.2,4,Ejipura,Dine-out,Quick Bites,"","South Indian, Chinese",300,Koramangala 7th Block
Shivaay's Cafe,No,No,0,0,Wilson Garden,Desserts,"Cafe, Dessert Parlor","","Cafe, Desserts, Fast Food",400,Jayanagar
Shivaji Kshatriya Restaurant,No,No,0,0,New BEL Road,Dine-out,Casual Dining,"","South Indian, North Indian",500,New BEL Road
Shivaji Maratha Hotel,No,No,3.4,10,Majestic,Dine-out,Quick Bites,"",South Indian,400,Lavelle Road
Shivaji Military Hotel,No,No,4.3,2486,Jayanagar,Dine-out,Casual Dining,"Mutton Biryani, Mutton Fry, Donne Biryani, Chicken Biryani, Chicken Fry, Mutton Chops, Dum Biryani","South Indian, Biryani",450,JP Nagar
Shivajinagar Gardi Ustad Pehlwan Kale Bhai Biryani,No,No,3.6,26,Shivajinagar,Dine-out,Quick Bites,"",Biryani,300,Church Street
Shiva's Bar And Restaurant,No,No,0,0,BTM,Dine-out,"Bar, Casual Dining","","South Indian, North Indian, Fast Food",800,Koramangala 7th Block
Shivas Family Restaurant,No,No,3.4,8,New BEL Road,Delivery,Casual Dining,"","North Indian, Chinese",550,New BEL Road
Shiva's Naram Garam,No,No,3.3,4,Banaswadi,Dine-out,Quick Bites,"","North Indian, Chinese",250,Kalyan Nagar
Shivshankar Hotel,No,No,0,0,Electronic City,Delivery,Quick Bites,"","North Indian, Chinese",350,Electronic City
Shizusan Shophouse & Bar,Yes,Yes,4.4,1313,Whitefield,Delivery,"Casual Dining, Bar","California Roll, Cocktails, Mocktails, Maki Roll, Noodles, Veg Sushi, Momos","Asian, Japanese, Vietnamese, Korean, Chinese, Thai",1800,Whitefield
Shoiab Family Restaurant,Yes,No,3.6,14,Electronic City,Delivery,Casual Dining,"","North Indian, South Indian, Chinese",600,Electronic City
Sholay - The Barbeque,Yes,Yes,3.5,45,New BEL Road,Delivery,Casual Dining,"","North Indian, BBQ",1200,New BEL Road
Shradhi Lunch Home,No,No,3.2,4,Rajajinagar,Dine-out,Quick Bites,"","Mughlai, North Indian, Chinese",400,Rajajinagar
Shrawan Restaurant,Yes,No,0,0,Whitefield,Dine-out,Quick Bites,"","North Indian, Chinese",300,Whitefield
Shree Alva's Delicacy,No,No,0,0,Whitefield,Dine-out,Quick Bites,"","South Indian, North Indian, Chinese",400,Whitefield
Shree Annapoorneshwari Mess,No,No,3.3,7,Indiranagar,Dine-out,Mess,"",South Indian,200,Indiranagar
Shree Balaji 99 Variety Dosa & Pav Bhaji,No,No,0,0,Marathahalli,Dine-out,Quick Bites,"","South Indian, Street Food",150,Brookefield
Shree Balaji Paratha House,No,No,3.0,17,Jayanagar,Dine-out,Quick Bites,"",North Indian,200,Jayanagar
Shree Cool Point,Yes,No,4.1,28,Vijay Nagar,Delivery,Quick Bites,"","Fast Food, Street Food, Beverages",150,Banashankari
Shree Durga,No,No,3.2,7,Old Airport Road,Delivery,Quick Bites,"","North Indian, Chinese, Seafood",500,Old Airport Road
Shree Durgamba Juice Centre,Yes,No,3.1,9,Koramangala 8th Block,Delivery,Beverage Shop,"",Beverages,200,Koramangala 4th Block
Shree Ganesh Fruit Juice Centre,No,No,0,0,Indiranagar,Delivery,"Takeaway, Delivery","","Juices, Beverages",100,Old Airport Road
Shree Ganesha Hotel,No,No,0,0,Bommanahalli,Dine-out,Quick Bites,"",South Indian,200,BTM
Shree Guru Juice 'N' Ice,Yes,No,3.3,5,Bannerghatta Road,Delivery,Quick Bites,"","Fast Food, Chinese, Beverages",250,BTM
Shree Guru Raghavendra Chats Chintamani Special,Yes,No,3.6,26,Bannerghatta Road,Delivery,Quick Bites,"","Street Food, Fast Food",200,Bannerghatta Road
Shree Guru Sagar,Yes,No,3.5,40,Basaveshwara Nagar,Delivery,Quick Bites,"","Chinese, North Indian, South Indian",500,Malleshwaram
Shree Guru Sagar Fast Food,Yes,No,3.6,28,Rajajinagar,Dine-out,Quick Bites,"","North Indian, South Indian, Chinese",300,Malleshwaram
Shree Jagannath Kitchen,No,No,0,0,Ejipura,Dine-out,Quick Bites,"","North Indian, Chinese",250,Koramangala 4th Block
Shree K Foods,Yes,No,0,0,Bellandur,Dine-out,Quick Bites,"","Street Food, North Indian",300,Sarjapur Road
Shree Khana Khazana,Yes,No,4.2,166,Bellandur,Delivery,Quick Bites,"Thali, Lassi, Dal Bati Churma, Paratha, Buttermilk, Paneer Malai Kofta, Dal Tadka","North Indian, Chinese",450,Bellandur
Shree Krishna Sannidhi,Yes,No,3.4,76,Bannerghatta Road,Delivery,Quick Bites,"","North Indian, Chinese",450,Bannerghatta Road
Shree Laxmi Scoop Ice Cream Parlour,No,No,0,0,Whitefield,Delivery,Dessert Parlor,"",Ice Cream,120,Whitefield
Shree Mahalakshmi Sweets,Yes,No,3.9,61,Basaveshwara Nagar,Desserts,Sweet Shop,"Mysore Pak, Samosa","Mithai, Street Food",100,Rajajinagar
Shree Mandarathi Grand,Yes,No,3.7,38,Uttarahalli,Delivery,Casual Dining,"","South Indian, North Indian",400,Banashankari
Shree Manjunatha Bar and Restaurant,No,No,3.4,9,Kanakapura Road,Delivery,Casual Dining,"","North Indian, South Indian, Chinese",550,JP Nagar
Shree Maruthi Sweets,No,No,3.2,4,Kumaraswamy Layout,Delivery,Sweet Shop,"","Mithai, Street Food",250,JP Nagar
Shree Mithai,No,No,3.7,31,HSR,Desserts,Quick Bites,"Chaat, Panipuri, Badam Milk, Aloo Tikki Chat","Desserts, Street Food, Mithai",150,HSR
Shree Muthahalli Veg,Yes,No,4.2,848,HSR,Delivery,Quick Bites,"Rava Idli, Filter Coffee, Tea, Vada, Paper Masala Dosa, Donne Biryani","South Indian, North Indian, Chinese, Juices, Ice Cream",300,Koramangala 4th Block
Shree Nandini Andhra Mess,No,No,3.3,5,Koramangala 5th Block,Dine-out,Mess,"",Andhra,150,Koramangala 6th Block
Shree Ranga Vilas,No,No,3.2,7,Electronic City,Dine-out,Casual Dining,"","North Indian, South Indian, Chinese, Juices",500,Electronic City
Shree Sadguru Refreshment,No,No,3.2,4,Ulsoor,Delivery,Quick Bites,"","South Indian, Chinese",400,Lavelle Road
Shree Sagar,No,No,2.9,16,Yeshwantpur,Dine-out,Casual Dining,"","South Indian, North Indian, Chinese",450,New BEL Road
Shree Sagar Veg Fast Food,No,No,0,0,Majestic,Dine-out,Quick Bites,"",South Indian,150,Residency Road
Shree Sai Foods,No,No,0,0,Electronic City,Delivery,Delivery,"",South Indian,300,Electronic City
Shree Saraswathi Sweets Centre,Yes,No,3.6,18,Koramangala 1st Block,Delivery,Sweet Shop,"","Mithai, Street Food",100,Koramangala 5th Block
Shree Thali,No,No,4.1,183,Koramangala 5th Block,Delivery,Mess,"Veg Thali, Paratha, Kadhi, Shrikhand, Buttermilk, Sweet Lassi, Bati Churma",North Indian,150,Koramangala 6th Block
Shree Udupi Grand,Yes,No,3.8,16,Jayanagar,Delivery,Casual Dining,"","South Indian, North Indian, Chinese",600,Koramangala 7th Block
Shree Udupi South kitchen,No,No,0,0,Banashankari,Dine-out,Quick Bites,"",South Indian,150,Banashankari
Shree Upahara Veg,No,No,0,0,HSR,Dine-out,Quick Bites,"",South Indian,200,HSR
Shree Venkateshwara North Karnataka Hotel,No,No,4.0,82,Jayanagar,Dine-out,Quick Bites,"Buttermilk, Thali, Brinjal Curry, Salad, Jowar Roti, Chilli Bhajji",South Indian,200,Jayanagar
Shreedevi,No,No,3.7,130,Indiranagar,Delivery,Quick Bites,"Andhra Meal, Biryani, Chicken Curry","North Indian, Andhra, Chinese",600,Indiranagar
Shreeji Restaurant,Yes,No,3.8,37,"ITPL Main Road, Whitefield",Delivery,"Takeaway, Delivery","","North Indian, Gujarati",300,Whitefield
Shreya Ranna Ghar,No,No,3.3,6,Brookefield,Dine-out,Quick Bites,"","Bengali, North Indian",350,Marathahalli
Shreyas,No,No,0,0,Seshadripuram,Dine-out,Quick Bites,"","North Indian, Chinese",500,Malleshwaram
Shreyas Upahar & Burger Point,Yes,No,3.2,10,Basavanagudi,Dine-out,Quick Bites,"","South Indian, Burger",200,Basavanagudi
Shreyas Veg,No,No,0,0,Whitefield,Dine-out,Quick Bites,"",South Indian,200,Whitefield
Shri Family Restaurant,No,No,3.4,9,Rajajinagar,Delivery,Quick Bites,"","South Indian, North Indian, Chinese, Seafood",400,Rajajinagar
Shri Guru Ragavendhra Tiffen & Coffee Bar,No,No,0,0,Rajajinagar,Dine-out,Quick Bites,"",South Indian,150,Rajajinagar
Shri Guru Raghavendra Grand Veg,No,No,0,0,Banashankari,Dine-out,Quick Bites,"","South Indian, North Indian, Chinese",400,Banashankari
Shri Krishna Bhavan,No,No,3.7,96,Thippasandra,Dine-out,Quick Bites,"Pav Bhaji, Masala Dosa, Tea, Roti","South Indian, Chinese, North Indian, Street Food",350,Indiranagar
Shri Lakshami Venkateshwara Iyengar's Bakery,No,No,3.5,11,Kumaraswamy Layout,Desserts,"Bakery, Dessert Parlor","",Bakery,250,JP Nagar
Shri Lakshmi Vilas Andhra Mess - Taste of Vijayawada,Yes,No,0,0,Electronic City,Dine-out,Quick Bites,"","Andhra, Chinese, Biryani",500,Electronic City
Shri Madhuram,No,No,3.9,371,HSR,Buffet,Casual Dining,"Vada, Coffee, Breakfast Buffet, Thali, Idli, Onion Rava Masala Dosa, Pongal","South Indian, North Indian",400,HSR
Shri Nandi sagar,No,No,0,0,Koramangala 1st Block,Dine-out,Quick Bites,"",South Indian,150,HSR
Shri Ram Sweet Centre,No,No,4.0,160,BTM,Desserts,"Quick Bites, Sweet Shop","Samosa, Dhokla, Ladoo, Sweet Kachori, Onion Kachori, Ghee Jalebi","Street Food, Mithai",150,JP Nagar
Shri Sai By 2 Coffee,No,No,0,0,Basaveshwara Nagar,Dine-out,Quick Bites,"","South Indian, Chinese",200,Rajajinagar
Shri Sai Ram Andhra Hotel,Yes,No,0,0,Bellandur,Delivery,Quick Bites,"","South Indian, North Indian",300,Sarjapur Road
Shri Udupi Cafe,Yes,No,3.9,31,New BEL Road,Delivery,Quick Bites,"","South Indian, North Indian, Mughlai, Chinese, Street Food, Beverages",300,New BEL Road
Shri Vinayaka Ice N Juice,Yes,No,3.7,17,Jayanagar,Dine-out,Quick Bites,"","Fast Food, Beverages",200,JP Nagar
Shri Vishnu Grand,Yes,No,3.1,142,Marathahalli,Dine-out,Casual Dining,"Rava Idli, Tea, Coffee, Rava Dosa, Biryani, Masala Dosa, Pav Bhaji","North Indian, South Indian, Chinese",450,Marathahalli
Shringar Sweets & Snacks,Yes,No,3.5,11,Basavanagudi,Delivery,"Sweet Shop, Quick Bites","","Mithai, South Indian, Street Food, Fast Food",200,Jayanagar
Shrinidhi Military Hotel,No,No,3.4,6,Basavanagudi,Dine-out,Quick Bites,"","North Indian, Mughlai",300,Jayanagar
Shrusti Coffee,No,No,3.7,21,Malleshwaram,Cafes,"Cafe, Quick Bites","","Cafe, South Indian",150,Malleshwaram
Shubh Sweets,No,No,3.9,331,HSR,Desserts,"Quick Bites, Sweet Shop","Panipuri, Jalebi Rabri, Momos, Papdi Chaat, Dhokla, Paratha, Aloo Tikki Chat","Street Food, Mithai, Momos",400,HSR
Shuchi Ruchi,Yes,No,4.0,343,Malleshwaram,Delivery,Quick Bites,"Aloo Palya, Masala Poori, Panipuri, Rolls, Chaat, Benne Dosa, Dahipuri","Chinese, North Indian, Street Food",350,Rajajinagar
Shuddh Desi Khana,Yes,No,4.1,600,Bannerghatta Road,Delivery,Quick Bites,"Paratha, Chicken Kebab, Biryani, Lassi, Butter Chicken, Veg Kolhapuri, Pahari Chicken",North Indian,400,Jayanagar
Shudh,Yes,No,4.1,97,Sarjapur Road,Delivery,Delivery,"Club Kachori, Thepla, Jalebi, Paratha, Poha, Thali",North Indian,300,Sarjapur Road
Shudh Desi Khana,Yes,No,3.5,18,Koramangala 1st Block,Delivery,Quick Bites,"","North Indian, Chinese",200,BTM
Shukno Lanka,No,No,0,0,Whitefield,Delivery,Delivery,"","North Indian, Chinese",400,Whitefield
Shy Chef,No,No,0,0,HSR,Delivery,"Takeaway, Delivery","","Fast Food, Beverages",350,HSR
Shyamali Fast Food Kolkata Style,Yes,No,0,0,Ejipura,Delivery,Quick Bites,"","Biryani, Chinese, North Indian",250,Indiranagar
Shyam's Lunch Box,Yes,No,3.2,9,Whitefield,Delivery,Quick Bites,"","Biryani, South Indian, Chinese, North Indian, Arabian, Hyderabadi",300,Brookefield
Shyvan Restaurant,Yes,No,3.7,83,Shanti Nagar,Dine-out,Casual Dining,"Mutton Biryani, Noodles, Butter Chicken, Naan, Panneer Butter Masala","North Indian, Chinese",500,MG Road
Sichuan,Yes,No,4.1,273,Bellandur,Delivery,Casual Dining,"Singapore Noodles, Fish, Clear Soup, Manchow Soup, Lemongrass Tea, Nasi Goreng, Pad Thai","Chinese, Asian, Seafood",800,Sarjapur Road
Siddappa Hotel,No,No,4.1,274,Richmond Road,Dine-out,Quick Bites,"Masala Dosa, Idli, Kali Dosa, Ghee Khali Dosa, Tomato Rice, Set Dosa, Ghee Rice",South Indian,150,Residency Road
Siddharth Restaurant,No,No,3.6,33,Whitefield,Dine-out,Quick Bites,"Thali, Biryani","North Indian, Chinese",400,Whitefield
Siddiqu Kabab Center,No,No,4.5,174,Richmond Road,Dine-out,Quick Bites,"Rolls, Beef Kabab, Seekh Kebab, Seekh Roll","North Indian, Rolls",250,Brigade Road
Siddique Kabab Centre,Yes,No,3.9,431,Frazer Town,Dine-out,Casual Dining,"Chicken Grill, Chicken Biryani, Rolls, Ghee Rice, Tandoori Chicken, Seekh Roll, Chicken Lollipop","Mughlai, Kebab, Chinese",550,Frazer Town
Siddu Samayal,No,No,0,0,Bommanahalli,Dine-out,Quick Bites,"",South Indian,200,BTM
Side Street Kitchen,No,No,0,0,Koramangala 5th Block,Dine-out,Quick Bites,"","Kerala, Chinese, Fast Food",400,Koramangala 4th Block
Sidekicks,No,No,3.4,9,Kammanahalli,Dine-out,Quick Bites,"",Continental,450,Kalyan Nagar
Sidewalk - The Garden Bar,Yes,Yes,4.5,2949,Marathahalli,Delivery,"Bar, Casual Dining","Veg Burger, Pesto Pasta, Cocktails, Pizza, Craft Beer, Chicken Steak, Prawn","North Indian, Continental, Chinese, Thai",1300,Brookefield
Sidewalk Cafe - Nahar's Heritage Hotel,No,No,3.9,135,St. Marks Road,Delivery,Casual Dining,"Pizza, Pasta, Waffles, Sandwich, Apple Pie, Sandwiches, Burgers","Italian, Fast Food",800,MG Road
Sidewalk Cafe & Bar - The Paul Bangalore,Yes,Yes,4.2,217,Domlur,Dine-out,Casual Dining,"Beer, Mocktails, Vada, Pancakes, Waffles, Pasta, Appam","European, Italian, Asian",1500,Koramangala 6th Block
Sidra Eatery,Yes,No,3.9,28,Kammanahalli,Delivery,Quick Bites,"","North Indian, Continental",400,Kalyan Nagar
Sids Cafe,Yes,No,0,0,Koramangala 5th Block,Delivery,Quick Bites,"",Fast Food,200,Jayanagar
Sigree Global Grill,No,Yes,4.4,1099,Kalyan Nagar,Dine-out,"Casual Dining, Bar","Pasta, Mutton Seekh, Fish, Prawn Curry, Pizza, Papdi Chaat, Salad","North Indian, BBQ",1400,Kalyan Nagar
Sihi Chocolaterie,No,No,3.7,26,Jayanagar,Desserts,Dessert Parlor,"",Desserts,300,Basavanagudi
Sikori,Yes,No,4.2,376,Kalyan Nagar,Delivery,Quick Bites,"Kesaria Lassi, Chaat, Pav Bhaji, Paratha, Rasmalai, Jalebi Rabri, Tea","Street Food, North Indian",350,Kammanahalli
Sila Restaurant,Yes,No,3.8,514,Electronic City,Delivery,Casual Dining,"Mocktails, Dal Makhani, Masala Papad, Kulcha, Panneer Butter Masala, Chilli Paneer, Chicken Biryani","Chinese, Seafood, North Indian, Biryani, Desserts",750,Electronic City
Silbatti,No,Yes,4.0,1551,HSR,Delivery,Casual Dining,"Mojito, Orange Lemonade, Masala Shikanji, Lassi, Dahi Kebab, Chicken Wings, Biryani",North Indian,750,HSR
Silicon Spicy Bite & Sip,No,No,0,0,Electronic City,Delivery,Quick Bites,"","Fast Food, Beverages",200,Electronic City
Silsila,No,No,2.7,47,Koramangala 4th Block,Dine-out,Casual Dining,Paratha,North Indian,800,Koramangala 7th Block
Silsila Restaurant,Yes,No,3.7,31,Sarjapur Road,Delivery,Casual Dining,"","Chinese, North Indian",600,Bellandur
Silver Leaf - Ramee Guestline Hotels,No,No,3.5,17,Electronic City,Desserts,Casual Dining,"","Continental, Mughlai, North Indian, Chinese",900,Electronic City
Silver Spoon,No,No,3.3,4,Majestic,Dine-out,"Casual Dining, Bar","","North Indian, Chinese, Continental",800,Lavelle Road
Silver Spoon Restaurant,Yes,No,3.2,55,Hennur,Dine-out,Quick Bites,"","North Indian, Chinese, Continental",400,Kammanahalli
Silver Star,No,No,3.4,9,Majestic,Dine-out,Casual Dining,"","South Indian, Chinese, North Indian",500,Lavelle Road
Simhapuri Kitchen,Yes,Yes,4.0,510,Brookefield,Dine-out,Casual Dining,"Hyderabadi Biryani, Gongura Biryani, Butter Naan, Vegetarian, Mutton Biryani, Ghee Karam Dosa, Tandoori Chicken","Andhra, Biryani, Chinese, South Indian",800,Brookefield
Simhapuri Mess,No,No,3.8,39,Old Airport Road,Dine-out,Mess,"",North Indian,300,Indiranagar
Simon Says Brew Works,No,Yes,4.5,1932,Koramangala 5th Block,Drinks & nightlife,"Microbrewery, Casual Dining","Beer, Onion Pakoda, Long Island Iced Tea, Peri Peri Chicken, Cocktails, Veg Platter, Stout","Continental, American, Italian, Modern Indian, Pizza, Burger",1400,BTM
Simple Thindies,No,No,3.5,8,Banashankari,Dine-out,Quick Bites,"",South Indian,200,Banashankari
Simply Indian,Yes,Yes,3.9,681,Bannerghatta Road,Delivery,Casual Dining,"Cocktails, Ghee Roast Mutton, Mocktails, Chicken Biryani, Malai Kofta, Chicken Chatpata, Fish","North Indian, Chinese, Seafood, Biryani, Mangalorean",800,Bannerghatta Road
Simu?s Kitchen,No,No,3.4,6,Frazer Town,Delivery,"Takeaway, Delivery","","Mughlai, Desserts",500,Kammanahalli
Sindh Kitchen,Yes,Yes,4.2,166,Malleshwaram,Dine-out,Casual Dining,"Dal Pakwan, Rabri, Aloo Tuk, Dal Makhani, Paneer Tikka, Khamiri Roti, Gulab Jamun","North Indian, Sindhi, Seafood",1100,Malleshwaram
Sindhu Family Restaurant,No,No,3.2,4,New BEL Road,Delivery,Casual Dining,"","North Indian, Chinese, Seafood",600,New BEL Road
Sindhu Hotel,No,No,0,0,Rajajinagar,Dine-out,Quick Bites,"",South Indian,250,Rajajinagar
Sindhuri Restaurant,Yes,No,3.1,19,Marathahalli,Dine-out,Casual Dining,"","Chinese, North Indian, Biryani",600,Marathahalli
Singh Da Dhaba,No,No,3.3,5,BTM,Dine-out,Quick Bites,"",North Indian,400,Jayanagar
Singh Punjabi Dhaba,No,No,3.8,67,BTM,Dine-out,Quick Bites,"","North Indian, Chinese",400,Koramangala 5th Block
Singh Saab,Yes,No,3.7,244,Indiranagar,Delivery,Casual Dining,"Butter Chicken, Chaach, Paratha, Tandoori Chicken, Biryani, Lassi, Dal Makhani","North Indian, Chinese, Mughlai",800,Old Airport Road
Singh Saab Dhaba,Yes,No,3.8,21,Malleshwaram,Dine-out,Casual Dining,"","Fast Food, North Indian",400,Malleshwaram
Singh Saheb Di Rasoi,Yes,No,3.2,10,Bellandur,Delivery,Quick Bites,"",North Indian,800,Sarjapur Road
Singri Home Made Foods,No,No,0,0,Rajajinagar,Dine-out,Quick Bites,"",South Indian,150,Rajajinagar
Sintales,Yes,No,3.6,44,Sarjapur Road,Dine-out,Cafe,"Pizza, Burgers, Brownie, Oreo Shake, Thai Fries","Cafe, Continental, Pizza, Burger, Beverages",600,Sarjapur Road
Sip N Bite,No,No,3.3,11,Bommanahalli,Delivery,Quick Bites,"","Fast Food, North Indian, South Indian, Chinese",300,Koramangala 7th Block
Sip n Dine,Yes,No,3.6,218,Vijay Nagar,Delivery,Casual Dining,"Veg Jaipuri, Neer Dosa, Kulcha, Pepper Chicken, Chilli Mushroom, Murgh Platter, Paneer Tikka","North Indian, Chinese, South Indian",800,Banashankari
SipMeal,No,No,0,0,Indiranagar,Delivery,Delivery,"","Healthy Food, Beverages",300,Old Airport Road
Sipp N Cool,No,No,0,0,Magadi Road,Dine-out,Quick Bites,"",Fast Food,200,Rajajinagar
Siri Jai Bhavani Mess,Yes,No,0,0,Nagawara,Delivery,Mess,"","Chinese, North Indian, Seafood",400,Kalyan Nagar
Siridhanya Upahara Darshini,No,No,3.4,5,Frazer Town,Delivery,Quick Bites,"",South Indian,250,MG Road
Sitaar,Yes,Yes,3.8,88,Electronic City,Delivery,Casual Dining,"","North Indian, Chinese",800,Electronic City
Sitara Family Restaurant,No,No,0,0,Marathahalli,Dine-out,Quick Bites,"","North Indian, South Indian, Biryani, Fast Food",300,Marathahalli
Sitara Veg Restaurant,Yes,No,3.9,419,Electronic City,Dine-out,Quick Bites,"Masala Dosa, Chaat, Vada, Sandwiches, Filter Coffee","South Indian, North Indian, Chinese",400,Electronic City
Sixth Avenue Cafe And Patisserie,No,No,4.5,210,Koramangala 5th Block,Desserts,"Cafe, Dessert Parlor","Tea, Pasta, Chocolate Bomb, Waffles, Fries, Burgers, Chocolate Lava Cake","Cafe, Italian, Desserts",600,BTM
Sizzles,No,No,3.5,11,Whitefield,Dine-out,Casual Dining,"","North Indian, Chinese, Continental",800,Whitefield
Sizzling China,Yes,No,2.9,23,Malleshwaram,Dine-out,Food Court,"",Chinese,300,Rajajinagar
Sizzling Pasto,Yes,Yes,4.1,99,Marathahalli,Dine-out,"Casual Dining, Bar","Mocktails, Brownie, Sangria, Cocktail Prawn, Spring Roll, Roti, Ice Cream Sizzler","Continental, Chinese, North Indian",1100,Marathahalli
Sizzling Szechuan,Yes,No,3.9,224,Banaswadi,Dine-out,Casual Dining,"Momos, Manchow Soup, Fish, Clear Soup, Chop Suey, Hakka Noodles","Chinese, Thai, Seafood",600,Kalyan Nagar
Sizzling Tandoor,No,No,3.1,5,Domlur,Dine-out,Food Court,"","Lebanese, Mughlai, North Indian",500,Old Airport Road
Sizzlingo,No,No,0,0,Koramangala 1st Block,Dine-out,Quick Bites,"",North Indian,600,Koramangala 4th Block
